ax,ay,az,wx,wy,wz
2.36,2.73,-6.37,3.48,1.5,0.36
1.09,1.83,-2.08,3.22,1.84,0.09
0.46,1.08,0.41,2.71,1.97,-0.14
0.55,0.82,1.59,2.15,2.01,-0.2
1.06,1.13,1.74,1.68,2.05,-0.1
1.43,1.63,1.05,1.43,2.07,0.05
1.5,2.15,-0.24,1.43,2.07,0.05
1.4,2.6,-1.7,1.64,1.95,0.35
1.3,2.52,-2.37,1.86,1.72,0.49
1.32,2.09,-2.41,2.07,1.38,0.62
1.41,1.57,-2.43,2.22,1.01,0.75
1.6,1.06,-2.38,2.26,0.68,0.87
1.88,0.44,-2.25,2.17,0.42,0.97
2.15,-0.41,-2.04,1.97,0.26,1
2.42,-1.23,-2.06,1.74,0.24,0.96
2.7,-2.02,-2.64,1.55,0.34,0.84
2.84,-3.05,-3.41,1.38,0.55,0.61
2.73,-4.37,-4.21,1.38,0.55,0.61
2.47,-5.44,-4.71,1.07,1.3,0.01
2.67,-5.66,-5.22,0.88,1.82,-0.08
3.32,-4.75,-5.66,0.55,2.28,-0.06
3.94,-4.22,-4.87,0.07,2.43,0
4.57,-4.49,-3.25,-0.38,2.21,0.05
5.19,-5.03,-2.37,-0.65,1.69,0.08
5.89,-5.37,-2.5,-0.74,1.02,0.11
6.39,-5.57,-3.04,-0.78,0.38,0.08
6.54,-5.63,-3.41,-0.97,-0.1,-0.08
6.38,-5.84,-3.22,-1.41,-0.32,-0.38
6.09,-5.82,-3.3,-2.07,-0.25,-0.79
5.59,-5.27,-3.31,-2.88,-0.24,-1.33
4.6,-3.49,-2.04,-3.65,-0.54,-1.86
3.36,-0.96,-0.09,-4.25,-1.02,-2.32
1.79,0.72,0.85,-4.6,-1.59,-2.73
-0.11,1.02,1.45,-4.67,-2.32,-3.05
-1.08,0.06,2.91,-4.57,-3.04,-3.16
-0.7,-1.84,3.81,-4.34,-3.49,-3.05
-0.31,-3.75,3.33,-4.04,-3.79,-2.73
-0.44,-5.62,2.6,-3.73,-3.87,-2.2
-0.74,-7.79,2.05,-3.35,-3.59,-1.56
-1.3,-10.14,1.6,-2.91,-2.91,-0.83
-2.05,-12.27,1.46,-2.38,-1.67,-0.23
-3.64,-12.6,1.28,-1.87,-0.14,0.04
-5.29,-10.94,1.75,-1.4,1.19,-0.03
-6.47,-8.33,2.81,-1.4,1.19,-0.03
-7.33,-5.96,3.93,-0.63,2.56,-1.34
-7.07,-3.08,4.21,-0.46,2.88,-1.63
-6.1,-0.27,3.96,-0.42,3.11,-1.61
-4.95,2.77,2.74,-0.98,3.22,-1.46
-3.71,4.95,0.7,-1.71,2.98,-1.22
-3,5.67,1.14,-2.23,2.46,-0.94
-2.78,5.72,1.87,-2.41,1.77,-0.7
-2.8,5.73,2.64,-2.31,0.99,-0.55
-2.95,5.67,3.54,-2.07,0.24,-0.47
-2.93,5.7,4.39,-1.77,-0.41,-0.41
-2.85,5.79,4.89,-1.46,-0.85,-0.37
-2.63,5.97,5.04,-1.17,-1.15,-0.29
-2.3,6.15,5.25,-0.93,-1.4,-0.15
-2,6.26,5.69,-0.76,-1.68,0.06
-1.8,6.39,6.26,-0.76,-1.68,0.06
-1.78,6.5,6.38,-0.5,-1.87,0.52
-1.91,6.57,6.31,-0.38,-1.76,0.69
-2.02,6.67,6.33,-0.22,-1.5,0.84
-2.03,6.75,6.05,0,-1.18,0.95
-1.95,6.82,5.91,0.23,-1.04,0.98
-1.79,6.9,6.11,0.48,-1.08,0.97
-1.57,6.96,6.09,0.74,-1.23,0.93
-1.38,6.73,5.88,1.02,-1.53,0.86
-1.41,5.95,5.72,1.31,-1.99,0.75
-1.89,4.37,5.43,1.6,-2.48,0.54
-2.92,1.67,4.57,1.99,-4.21,0.28
-2.9,-4.57,-3.06,-0.19,-5.14,-0.01
-1.83,-16.13,-23.47,-2.39,-3.02,-0.01
-1.64,-19.1,-33,-2.39,-3.02,-0.01
-0.56,-13.63,-30.33,-0.2,0.31,-0.28
-0.09,-6.55,-18.67,1.2,1.21,-0.61
0.96,-1.75,-9.92,2.13,2.04,-0.77
1.77,1.24,-4.86,2.13,2.04,-0.77
1.77,2.69,-1.13,2.26,2.51,-0.79
1.36,3.31,1.7,1.28,2.27,-0.92
1.14,3.35,2.77,0.03,1.73,-0.95
1.64,2.4,4.2,-0.51,1.21,-0.68
1.49,0.82,6.69,-0.35,0.7,-0.09
0.34,-1.05,8.43,0.17,0.02,0.59
-1.76,-5.09,8.95,0.68,-0.29,1.12
-4.87,-10.61,7.17,1.03,0.14,1.21
-8.44,-16.25,1.29,0.56,1.22,0.58
-10.31,-19.21,-9.48,-0.05,2.05,-0.09
-8.35,-9.18,-1.75,-0.05,2.05,-0.09
-4.73,0.69,6.11,0.38,1.53,0.11
-2.55,5.49,6.93,0.72,0.85,0.32
-1.61,7.82,6.84,1.14,0.15,0.46
-0.88,8.85,6.68,1.14,0.15,0.46
-0.49,8.03,6.63,1.58,-0.78,0.87
-1.01,5.52,6.31,1.57,-0.8,1
-1.8,2.46,6.1,1.52,-0.69,1.05
-2.39,-0.05,6.1,1.52,-0.63,1.05
-2.39,-1.48,6.2,1.51,-0.68,1.08
-1.88,-1.74,6.11,1.45,-0.61,1.13
-1.39,-1.53,5.25,1.35,-0.41,1.12
-1.02,-1.04,4.44,1.25,-0.26,1.02
-0.7,-0.63,4.15,1.17,-0.21,0.89
-0.23,0,3.72,1.14,-0.27,0.74
0.33,0.86,3.28,1.18,-0.47,0.61
0.99,1.48,3.02,1.29,-0.73,0.5
1.48,1.81,2.25,1.95,-0.7,0.54
3.09,2.64,-3.19,3.2,-0.14,0.84
4.61,3.33,-7.21,3.88,0.36,0.98
3.44,2.27,-3.83,3.92,0.6,0.81
2.03,0.83,-0.92,3.54,0.66,0.49
1.34,0.01,0.58,3,0.71,0.25
1.52,0.04,0.61,2.53,0.86,0.2
1.97,0.79,-0.72,2.21,1.13,0.27
1.89,1.52,-2.23,2.21,1.13,0.27
1.53,1.86,-2.93,1.9,1.43,0.41
1.4,1.97,-2.87,1.8,1.28,0.48
1.52,1.85,-2.62,1.72,1,0.56
1.58,1.55,-2.53,1.65,0.57,0.64
1.66,0.91,-2.32,1.59,0.08,0.71
1.6,0.26,-2.25,1.53,-0.38,0.75
1.55,-0.34,-2.34,1.44,-0.69,0.76
1.59,-1.02,-2.67,1.36,-0.7,0.74
1.69,-1.86,-3.34,1.21,-0.44,0.67
1.86,-2.88,-3.67,1.02,-0.03,0.54
1.94,-3.86,-3.94,0.79,0.48,0.37
2.02,-4.53,-4.23,0.51,1.08,0.27
2.6,-4.39,-4.38,0.14,1.58,0.27
3.72,-4.27,-3.46,-0.29,1.8,0.28
4.72,-4.65,-2.21,-0.56,1.74,0.26
5.38,-5.05,-2.09,-0.58,1.47,0.19
5.71,-5.29,-2.78,-0.43,1.02,0.1
5.84,-5.62,-3.02,-0.21,0.45,0
5.72,-5.89,-3.12,-0.15,-0.09,-0.11
5.65,-6.26,-2.86,-0.33,-0.41,-0.25
5.55,-6.99,-2.65,-0.73,-0.42,-0.54
4.9,-7.59,-2.96,-1.25,-0.06,-1.07
3.77,-7.15,-3.87,-1.25,-0.06,-1.07
2.78,-5.47,-4.07,-2.66,0.89,-2.13
1.65,-2.68,-2.73,-3.41,0.69,-2.5
0.4,-0.23,-0.18,-4.1,0.01,-2.71
-0.7,1.01,1.94,-4.55,-1.01,-2.86
-1.11,0.58,3.79,-4.69,-2.14,-2.9
-1.03,-0.48,4.86,-4.59,-2.93,-2.85
-1.14,-1.92,4.06,-4.33,-3.25,-2.68
-1.33,-4.02,2.52,-4.01,-3.23,-2.28
-1.6,-6.58,1.68,-3.62,-2.89,-1.65
-1.88,-8.52,1.24,-3.19,-2.3,-0.96
-2.86,-9.28,1.16,-2.75,-1.49,-0.45
-4.24,-9.26,1.3,-2.32,-0.45,-0.15
-5.19,-8.2,1.69,-2.32,-0.45,-0.15
-5.99,-6.54,2.49,-1.56,1.45,-0.28
-7.17,-5.12,3.36,-1.32,2.15,-0.76
-7.15,-2.68,3.56,-1.15,2.54,-1.08
-6.31,0.06,3.26,-1.15,2.54,-1.08
-4.91,2.43,1.14,-1.29,2.69,-1.19
-3.74,3.76,0.31,-2.19,2.63,-1.11
-3.04,4.42,0.8,-2.36,2.36,-0.97
-2.53,4.9,1.77,-2.3,1.97,-0.83
-2.37,5.1,2.92,-2.3,1.97,-0.83
-2.64,4.94,4.1,-2.17,1.53,-0.78
-2.68,4.98,5.08,-1.88,0.59,-0.64
-2.41,5.1,5.61,-1.88,0.59,-0.64
-2.02,5.37,5.88,-1.64,-0.29,-0.16
-1.71,5.46,5.93,-1.46,-0.8,0.07
-1.42,5.4,5.97,-1.23,-1.34,0.21
-1.34,5.05,5.88,-0.9,-1.71,0.25
-1.54,4.54,5.3,-0.54,-1.8,0.2
-1.79,4.24,4.95,-0.19,-1.66,0.16
-1.88,4.31,5,-0.19,-1.66,0.16
-1.96,4.88,5.28,0.36,-1.2,0.34
-1.96,5.71,5.75,0.58,-1.12,0.47
-1.77,6.4,5.99,0.58,-1.12,0.47
-1.47,6.77,5.98,1,-1.26,0.68
-1.21,6.81,5.83,1,-1.26,0.68
-1.11,6.52,5.57,1.64,-2,0.71
-1.02,5.84,4.94,2.22,-2.87,0.77
-0.69,4.33,3.71,2.22,-2.87,0.77
-0.95,1.42,1.89,3.71,-5.22,0.62
-2.36,-3.83,-3.14,1.56,-3.5,0.06
-3.91,-12.69,-19.89,-1.3,0.22,-0.33
-3.9,-17.88,-29.95,-1.24,1.4,-0.37
-2.69,-15.17,-25.6,-1.24,1.4,-0.37
-1.17,-8.85,-16.27,0.82,1.65,-0.52
0.27,-3.86,-8.84,1.38,1.71,-0.57
1.45,-0.61,-5.04,1.63,1.83,-0.6
1.9,1.57,-2.3,1.46,1.89,-0.66
1.85,2.38,-0.06,0.81,2.01,-0.75
1.59,1.55,0.81,0.09,2.05,-0.74
1.13,-0.81,1.87,-0.21,1.91,-0.61
0.1,-2.69,4.42,-0.08,1.35,-0.23
-1.1,-4.49,7.76,0.27,0.43,0.23
-3.06,-7.75,9.48,0.53,0.06,0.59
-5.25,-10.02,7.41,0.59,0.35,0.69
-6.95,-9.05,5.12,0.4,0.86,0.41
-7.11,-5.84,2.24,0.2,1.15,0.15
-6.01,0.09,2.11,0.17,1.03,0.14
-4.53,4.46,2.55,0.31,0.6,0.25
-3.54,6.03,2.94,0.61,0.06,0.42
-2.74,5.77,4.35,0.61,0.06,0.42
-2.6,3.97,5.27,1.28,-0.55,0.78
-3.29,1.52,5.84,1.51,-0.65,0.72
-3.83,-0.41,5.99,1.67,-0.66,0.63
-3.49,-1.36,6.07,1.76,-0.78,0.66
-2.4,-1.18,6.34,1.75,-0.96,0.8
-1.4,-0.57,5.98,1.6,-0.86,1
-0.88,0.18,4.8,1.42,-0.67,1.18
-0.47,0.99,4.08,1.29,-0.49,1.27
-0.39,1.39,3.46,1.23,-0.31,1.23
-0.49,1.48,2.86,1.24,-0.23,1.07
-0.44,1.45,2.45,1.4,-0.24,0.92
0.14,1.44,0.68,2.24,-0.04,1
2.05,2.05,-4.79,3.11,0.32,1.13
2.45,2.19,-4.88,3.36,0.57,1.01
1.3,1.4,-1.48,3.36,0.57,1.01
0.66,0.68,0.46,2.61,0.75,0.46
0.74,0.32,1.5,2.02,0.78,0.34
1.29,0.44,1.37,1.52,0.88,0.37
1.67,0.91,0.32,1.21,1,0.43
1.48,1.16,-0.83,1.21,1,0.43
1.28,1.39,-1.63,1.11,1.05,0.43
1.32,1.67,-1.76,1.14,1.02,0.43
1.4,1.79,-1.38,1.2,0.71,0.48
1.55,1.95,-1.08,1.2,0.71,0.48
1.68,2.04,-1.33,1.31,0.34,0.62
1.78,1.94,-1.79,1.42,0.18,0.7
1.67,1.38,-2.04,1.48,0.01,0.77
1.64,0.52,-1.84,1.43,-0.15,0.81
1.82,-0.08,-1.5,1.33,-0.25,0.8
1.9,-0.41,-1.55,1.25,-0.26,0.73
1.92,-0.71,-2.12,1.22,-0.19,0.64
1.95,-1.32,-2.76,1.15,-0.08,0.53
2.01,-2.17,-2.63,0.97,0.06,0.41
2.1,-3,-2.12,0.74,0.22,0.3
2.34,-3.58,-2.14,0.57,0.44,0.22
2.71,-3.66,-2.87,0.57,0.44,0.22
2.99,-3.48,-3.6,0.48,0.95,0.07
3.15,-3.38,-3.68,0.4,1.09,-0.02
3.39,-3.31,-3.21,0.4,1.09,-0.02
3.7,-3.28,-2.64,0.19,0.82,0
3.88,-3.61,-2.61,0.14,0.61,0
3.61,-4.21,-3.41,0.14,0.47,-0.08
3.4,-4.52,-4.15,0.07,0.44,-0.17
3.3,-4.56,-4.31,-0.23,0.48,-0.29
3.22,-4.99,-3.7,-0.73,0.61,-0.47
2.98,-5.42,-3.4,-1.32,0.76,-0.75
2.64,-5.19,-3.36,-1.91,0.83,-1.1
2.36,-3.94,-3.04,-2.51,0.76,-1.47
1.97,-2.29,-2.19,-3.09,0.43,-1.85
1.36,-1.1,-0.39,-3.59,-0.11,-2.19
0.58,-0.16,1.03,-3.9,-0.72,-2.4
-0.31,0.79,1.51,-4.1,-1.42,-2.47
-0.89,0.56,2.4,-4.22,-2.18,-2.44
-1.24,-1.31,3.6,-4.23,-2.74,-2.3
-1.52,-3.87,3.62,-4.09,-2.88,-2.08
-1.94,-6.77,2.72,-3.79,-2.61,-1.71
-2.52,-9.09,1.88,-3.43,-2.05,-1.32
-3.52,-10.25,1.41,-3.05,-1.3,-1.03
-4.56,-9.89,1.47,-2.67,-0.45,-0.86
-5.29,-8.5,1.61,-2.29,0.5,-0.73
-5.45,-6.32,1.88,-2.29,0.5,-0.73
-5.49,-3.58,2.85,-1.49,1.44,-0.69
-5.95,-1.81,3.91,-1.02,1.49,-0.87
-5.79,0.05,3.95,-0.59,1.66,-0.98
-5.52,1.68,3.84,-0.36,1.81,-1
-5.38,2.89,3.5,-0.51,1.76,-0.98
-4.82,3.73,1.07,-1.01,1.7,-0.9
-4.05,3.59,-0.59,-1.54,1.66,-0.76
-3.5,3.44,-0.49,-1.89,1.55,-0.62
-3.08,3.35,0.3,-2.05,1.38,-0.47
-2.67,3.69,1.34,-2.03,1.21,-0.28
-2.45,4.32,2.23,-1.9,0.97,-0.11
-2.43,4.86,3.14,-1.7,0.67,0.01
-2.41,5.21,3.74,-1.5,0.34,0.16
-2.3,5.19,4.21,-1.28,-0.09,0.36
-2.21,5.06,4.81,-1.03,-0.57,0.47
-2.18,4.87,5.28,-0.78,-0.98,0.55
-2,4.73,5.43,-0.57,-1.22,0.62
-1.82,4.63,5.47,-0.4,-1.32,0.67
-1.62,4.54,5.5,-0.22,-1.26,0.72
-1.42,4.48,5.4,-0.07,-1.12,0.77
-1.25,4.44,5.36,0.06,-0.98,0.83
-1.09,4.48,5.26,0.19,-0.87,0.9
-1.02,4.66,5.03,0.32,-0.84,0.97
-1.14,4.82,4.76,0.46,-0.92,0.99
-1.45,4.77,4.42,0.69,-1.19,0.93
-1.92,4.35,3.46,1.2,-1.84,0.82
-2.37,3.26,1.17,1.98,-2.56,0.71
-2.3,1.43,-2.44,2.52,-2.5,0.58
-1.73,-1.24,-7.07,2.52,-2.5,0.58
-0.82,-4.6,-11.48,1.77,0.59,0.12
0.21,-7.91,-13.7,0.96,2.26,-0.08
1.04,-9.93,-13.79,0.42,2.9,-0.17
2.1,-9,-11.53,0.28,2.51,-0.23
2.75,-6.1,-8.13,0.36,1.66,-0.36
3.14,-3.3,-5.31,0.58,0.84,-0.44
3.91,-1.39,-3.95,0.58,0.84,-0.44
4.15,-0.56,-3.6,0.8,0,-0.26
3.3,-0.51,-3.22,0.5,-0.09,-0.32
1.85,-0.42,-2.49,-0.01,-0.09,-0.46
0.53,0.04,-1.6,-0.51,0.06,-0.54
-0.77,0.1,-0.24,-0.79,0.22,-0.49
-1.75,0.24,2.68,-0.77,0.24,-0.29
-2.11,0.45,5.45,-0.48,0.18,0.03
-2.72,-1.53,6,0.04,0.04,0.31
-4.52,-5.08,4.96,0.96,-0.26,0.35
-7.33,-8.33,1.2,2,-0.48,0.16
-8.67,-9.93,-2.59,2.19,0.04,-0.05
-7.17,-7.58,-4.46,1.61,1.23,-0.14
-5.29,-2.33,-1.92,1.19,2.02,-0.08
-4.09,2.43,3.07,1.05,2.2,0.04
-3.06,4.95,5.3,1.04,1.89,0.2
-2.21,6.6,6.12,1.04,1.89,0.2
-1.72,7,6.58,0.81,0.79,0.66
-1.68,5.76,6.45,0.61,0.42,0.87
-2.12,3.54,6.08,0.5,0.16,1
-2.71,0.91,5.88,0.46,-0.08,1.11
-2.89,-1.07,5.75,0.46,-0.08,1.11
-2.68,-2.03,5.76,0.52,-0.83,1.25
-2.22,-1.86,5.53,0.62,-1.3,1.23
-1.71,-1.19,5.08,0.68,-1.51,1.15
-1.44,-0.63,3.96,0.71,-1.56,1.02
-0.99,0.01,3.23,0.8,-1.58,0.86
-0.49,0.5,2.68,1,-1.55,0.75
0.37,1.07,1.29,1.92,-1.28,0.84
2.37,2.14,-4.36,3.05,-0.73,1.01
2.84,2.4,-5.78,3.05,-0.73,1.01
1.33,1.29,-2.49,3.39,0.28,0.55
0.31,0.25,-0.24,2.94,0.68,0.2
0.39,-0.04,0.82,2.35,1.11,0.05
1.13,0.48,0.7,1.84,1.62,0.1
1.7,1.12,-0.26,1.84,1.62,0.1
1.72,1.24,-1.15,1.31,2.42,0.24
1.45,1.14,-1.69,1.29,2.51,0.22
1.3,1.1,-1.95,1.33,2.39,0.23
1.43,1.13,-1.73,1.36,2.06,0.28
1.58,0.98,-1.14,1.36,2.06,0.28
1.69,0.78,-0.66,1.33,1.03,0.48
1.81,0.65,-0.62,1.4,0.43,0.59
1.89,0.7,-0.8,1.44,-0.07,0.65
1.93,0.6,-1.27,1.43,-0.33,0.71
2.15,0.59,-1.87,1.39,-0.44,0.76
2.29,0.53,-2.18,1.32,-0.46,0.75
2.06,0.29,-2.34,1.27,-0.4,0.67
1.79,0.1,-2.76,1.26,-0.29,0.56
1.57,0,-3.3,1.25,-0.13,0.46
1.47,-0.23,-3.54,1.16,0.06,0.4
1.54,-0.73,-3.3,0.94,0.27,0.37
1.74,-1.55,-2.81,0.61,0.5,0.38
2.16,-2.52,-2.45,0.26,0.76,0.4
2.79,-3.38,-2.23,-0.04,0.92,0.4
3.34,-3.96,-1.94,-0.27,0.87,0.32
3.7,-4.34,-1.48,-0.34,0.64,0.18
3.87,-4.41,-1.64,-0.22,0.35,0.04
3.88,-4.28,-2.28,-0.05,0.05,-0.07
3.8,-3.99,-2.56,0.1,-0.18,-0.12
3.58,-3.72,-2.97,0.24,-0.26,-0.14
3.18,-3.83,-3.74,0.32,-0.17,-0.12
2.85,-4.51,-4.2,0.27,0.02,-0.14
2.5,-5.9,-4.13,0.09,0.33,-0.23
2.29,-7.17,-4.42,-0.24,0.85,-0.39
2.29,-7.31,-5.2,-0.82,1.54,-0.61
2.13,-5.99,-5.79,-1.57,2.13,-0.95
1.53,-3.89,-5.54,-2.33,2.27,-1.41
0.92,-1.51,-4.35,-3.03,1.91,-1.84
0.7,0.24,-2.02,-3.72,1.25,-2.18
0.37,1.37,0.22,-4.22,0.45,-2.38
-0.38,2.23,1.58,-4.46,-0.53,-2.51
-1.05,1.38,3.11,-4.53,-1.53,-2.53
-0.91,0.04,4.23,-4.49,-2.34,-2.41
-0.79,-1.43,4.09,-4.31,-2.93,-2.15
-0.95,-3.63,3.19,-3.96,-3.21,-1.78
-1.37,-5.91,2.29,-3.54,-3.17,-1.42
-2.06,-7.36,1.77,-3.11,-2.92,-1.11
-2.77,-7.65,1.68,-2.68,-2.32,-0.86
-3.41,-7.03,1.44,-2.22,-1.42,-0.62
-3.81,-5.9,1.4,-1.83,-0.44,-0.35
-3.83,-4.31,1.77,-1.5,0.53,-0.13
-4.07,-2.27,2.18,-1.3,1.4,-0.15
-5.3,-0.79,1.37,-1.22,2.34,-0.47
-5.88,-0.04,-0.84,-1.32,3.35,-0.85
-5.31,0.94,-2.1,-1.43,3.94,-0.97
-4.41,2.62,-1.63,-1.4,3.97,-0.89
-3.8,3.61,-0.47,-1.28,3.58,-0.77
-3.41,4.14,1.1,-1.17,2.94,-0.68
-3.03,4.36,2.93,-1.12,2.14,-0.56
-2.46,4.48,4.19,-1.12,2.14,-0.56
-2.07,4.69,4.96,-1.15,0.5,-0.24
-1.71,4.75,5.67,-1.14,-0.35,-0.06
-1.54,4.58,6.13,-1.11,-1.02,0.06
-1.57,4.17,5.95,-1.07,-1.31,0.12
-1.54,3.8,5.26,-1,-1.26,0.14
-1.51,3.58,4.64,-0.84,-1.03,0.14
-1.47,3.58,4.39,-0.59,-0.82,0.15
-1.37,3.69,4.58,-0.27,-0.76,0.19
-1.2,4.03,4.98,0.06,-0.87,0.29
-1.19,4.63,5.2,0.36,-1.08,0.42
-1.43,5.54,5,0.36,-1.08,0.42
-1.63,6.44,4.52,0.89,-1.51,0.67
-1.63,6.96,4.08,1.2,-1.8,0.79
-1.5,7.04,3.63,1.57,-2.18,0.89
-1.31,6.57,2.78,1.96,-2.58,1.02
-0.88,5.25,0.93,2.22,-2.59,1.09
-0.32,2.48,-3.67,1.83,-1.55,0.92
0.16,-2.25,-10.96,0.84,-0.09,0.54
0.24,-7.63,-14.33,0.15,0.74,0.22
-0.07,-10.86,-12.56,-0.06,0.92,0.08
-0.42,-11.49,-11.34,0.15,0.67,-0.07
-1.22,-9.22,-10.78,0.6,0.53,-0.27
-1.33,-5.08,-9.78,0.95,0.79,-0.34
-0.25,-1.67,-8.47,0.96,1.31,-0.27
0.62,0.09,-6.49,0.66,1.66,-0.24
0.56,0.2,-4.26,0.17,1.66,-0.29
0.24,-0.78,-2.07,-0.29,1.38,-0.31
-0.01,-2.39,-0.57,-0.5,0.99,-0.33
-0.44,-4.98,-0.82,-0.26,0.68,-0.43
-0.99,-7.76,-1.09,0.42,0.32,-0.52
-0.96,-8.54,1.09,1,-0.15,-0.38
-1.11,-7.55,6.23,1.11,-0.28,-0.04
-2.41,-6.17,8.24,0.97,0.24,0.23
-3.68,-3.21,6.15,0.67,0.71,0.27
-4.17,0.54,5.63,0.67,0.71,0.27
-3.78,3.89,5.46,0.4,0.92,0.22
-3.05,6.2,5.25,0.16,0.67,0.22
-2.55,7.01,4.83,0.25,0.43,0.44
-2.2,5.87,4.76,0.48,0.28,0.74
-2.63,3.41,4.51,0.76,0.15,1.01
-3.51,0.52,4.86,1.02,-0.03,1.13
-4.25,-1.95,5.57,1.25,-0.35,1.08
-4.54,-3.34,6.1,1.49,-0.87,0.91
-3.93,-2.95,6.25,1.7,-1.37,0.8
-2.65,-1.31,5.54,1.73,-1.5,0.84
-1.51,0.39,4.34,1.69,-1.44,0.97
-0.6,1.83,3.74,1.62,-1.38,1.04
-0.16,2.51,3.45,1.54,-1.28,1.02
-0.21,2.29,3.01,1.48,-1.2,0.9
-0.26,1.76,2.5,1.74,-1.09,0.8
0.28,1.52,-1.22,1.74,-1.09,0.8
1.39,1.85,-7.17,3.58,-0.13,0.85
1.4,1.95,-5.77,3.59,0.65,0.69
0.94,1.65,-3.32,3.11,1.41,0.45
0.79,1.45,-1.46,2.39,1.98,0.26
0.9,1.4,-0.01,1.72,2.33,0.18
1.45,1.56,0.14,1.34,2.46,0.25
2.11,1.85,-0.69,1.31,2.31,0.38
2.46,1.86,-1.43,1.47,1.81,0.54
2.54,1.63,-1.18,1.58,1.11,0.63
2.39,1.06,-0.57,1.57,0.38,0.66
2.24,0.68,-0.08,1.49,-0.23,0.69
2.25,0.81,-0.2,1.49,-0.23,0.69
2.12,1.17,-1.02,1.38,-0.79,0.77
1.77,1.43,-1.99,1.36,-0.78,0.76
1.47,1.44,-2.6,1.36,-0.78,0.76
1.26,1.26,-2.73,1.26,-0.49,0.72
1.02,0.91,-2.66,1.26,-0.49,0.72
0.78,0.32,-2.75,1.18,-0.19,0.65
0.82,-0.42,-3.05,1.12,0.01,0.63
1.12,-1.34,-2.96,1.12,0.01,0.63
1.45,-2.49,-2.28,0.93,0.17,0.59
1.67,-3.42,-1.97,0.52,0.45,0.44
2.03,-3.72,-2.42,0.37,0.56,0.38
2.71,-3.87,-2.38,0.15,0.56,0.35
3.39,-4.23,-1.52,-0.07,0.37,0.32
3.88,-4.57,-1.04,-0.16,0.1,0.29
4.21,-4.83,-1.6,-0.11,-0.17,0.23
4.29,-5.32,-2.41,0.09,-0.3,0.15
4.24,-5.51,-3.84,0.35,-0.19,0.04
4.03,-5.4,-5.2,0.5,0.07,-0.08
3.86,-5.67,-5.48,0.44,0.52,-0.23
3.72,-6.48,-5.84,0.06,1.28,-0.43
3.55,-7.56,-6.38,-0.73,2.12,-0.71
3.35,-8.12,-5.65,-1.7,2.48,-1.07
3.12,-7.25,-3.82,-2.51,2.17,-1.5
2.91,-4.76,-2.19,-3.05,1.5,-1.89
2.62,-1.51,-1.63,-3.46,0.9,-2.24
1.85,0.93,-1.24,-3.83,0.25,-2.53
0.42,1.9,0.18,-4.09,-0.68,-2.78
-0.84,1.34,2.38,-4.2,-1.63,-2.83
-0.77,0.59,3.74,-4.19,-2.37,-2.69
-0.84,-0.82,3.46,-4.05,-2.87,-2.47
-1.43,-2.98,2.47,-3.74,-3.11,-2.17
-2.07,-5.4,1.52,-3.31,-3.08,-1.75
-2.65,-7.34,0.95,-2.86,-2.79,-1.33
-3.61,-8.14,0.89,-2.46,-2.23,-1.01
-4.54,-8.07,1.12,-2.09,-1.43,-0.71
-4.99,-7.39,1.5,-1.75,-0.46,-0.42
-5.24,-5.61,2.02,-1.51,0.43,-0.35
-6.15,-4.15,2.82,-1.33,1.17,-0.58
-7.07,-3.09,3.15,-1.1,1.79,-0.95
-6.99,-1.47,2.89,-1.03,2.38,-1.21
-6.01,0.57,0.66,-1.24,2.85,-1.27
-5.21,2.18,-1.04,-1.49,3.02,-1.18
-4.64,3.2,-0.85,-1.63,2.93,-0.95
-4.38,3.82,-0.15,-1.57,2.68,-0.76
-4.33,4.1,0.82,-1.46,2.33,-0.63
-4.12,4.09,2.08,-1.36,1.99,-0.51
-3.69,4.39,2.95,-1.3,1.6,-0.36
-3.21,4.75,3.83,-1.19,1.07,-0.21
-2.81,5.01,4.56,-1.08,0.45,-0.08
-2.45,5.38,5.06,-0.99,-0.17,0.03
-2.07,5.62,5.29,-0.96,-0.72,0.12
-1.58,5.76,5.4,-0.92,-1.16,0.2
-1.07,5.8,5.28,-0.88,-1.47,0.27
-0.6,5.89,5.21,-0.82,-1.63,0.39
-0.13,6,5.15,-0.67,-1.66,0.55
0.22,6.14,4.8,-0.47,-1.63,0.78
0.3,6.42,4.59,-0.27,-1.66,1
-0.06,6.72,4.54,-0.03,-1.79,1.12
-0.64,6.68,4.4,0.24,-2,1.17
-0.96,6.32,4.03,0.56,-2.3,1.2
-1.08,5.42,3.1,0.98,-2.77,1.21
-0.78,3.73,0.85,1.47,-3.24,1.14
-0.02,1.22,-3.25,1.73,-3.15,0.93
0.65,-2.25,-8.71,1.4,-2.02,0.52
0.85,-6.26,-13.55,0.63,-0.14,0.08
0.93,-8.97,-15.46,0.23,1.35,-0.14
0.96,-9.36,-13.69,0.48,1.89,-0.26
0.09,-8.34,-10.84,1.07,1.83,-0.41
-1.49,-6.44,-9.05,1.41,1.74,-0.5
-2.92,-4.01,-7.22,1.41,1.74,-0.5
-4.05,-1.39,-4.65,0.56,1.37,-0.47
-4.47,1.27,-2.07,-0.3,0.82,-0.35
-4.16,3.74,0.01,-1.14,0.37,-0.18
-3.61,5.2,0.71,-1.14,0.37,-0.18
-2.95,4.55,0.36,-1.38,0.88,0.25
-2.57,1.6,1.06,-1.38,0.88,0.25
