ax,ay,az,wx,wy,wz
-4.55,-1.53,-2.72,-2.72,-1.13,-0.46
-4.27,-1.62,1.01,-2.19,-1.01,-0.26
-4.81,-1.47,3.68,-1.5,-0.72,-0.04
-5.56,-0.92,5.34,-0.87,-0.32,0.19
-5.97,0.05,4.96,-0.37,0.11,0.48
-6.22,1.04,3.7,-0.05,0.47,0.68
-5.58,1.24,2.3,0.06,0.79,0.77
-4.57,1.31,1.28,-0.02,1.07,0.84
-4.52,1.63,0.49,-0.15,1.33,0.95
-4.91,2.16,0.28,-0.24,1.6,1.07
-5.11,2.41,0.97,-0.24,1.85,1.16
-4.95,2.33,2.18,-0.22,2.01,1.11
-3.8,2.08,2.55,-0.23,2.05,0.87
-1.48,2.01,2.28,-0.2,2,0.57
0.69,1.84,2.22,-0.2,1.92,0.37
1.77,1.53,2.11,-0.28,1.85,0.29
2.19,1.25,1.71,-0.43,1.89,0.34
2.19,0.9,1.23,-0.61,1.86,0.45
2.09,0.46,0.09,-0.76,1.7,0.55
2.21,0.03,-1.14,-0.88,1.49,0.63
2.2,-0.45,-1.73,-0.97,1.29,0.65
2.25,-0.76,-1.62,-1.02,1.09,0.64
2.2,-0.93,-1.08,-1.06,0.91,0.61
1.88,-0.84,-0.17,-1.07,0.74,0.56
1.41,-0.53,0.82,-1.09,0.59,0.51
1.11,-0.24,1.49,-1.1,0.48,0.49
0.99,0.08,2.05,-1.08,0.43,0.49
0.92,0.41,2.59,-1.06,0.36,0.49
1.04,0.79,2.82,-1.05,0.32,0.48
1.3,1.28,2.83,-1.05,0.35,0.44
1.47,1.68,3.19,-1,0.49,0.41
1.36,1.85,3.86,-0.93,0.65,0.34
1.28,1.93,4.39,-0.82,0.79,0.25
1.37,1.93,4.63,-0.66,0.85,0.17
1.52,1.38,4.37,-0.45,0.82,0.11
1.76,0.48,3.94,-0.24,0.69,0.08
1.81,-0.4,3.12,-0.08,0.51,0.09
1.73,-1.18,2.02,0,0.31,0.12
1.84,-1.77,0.87,0.02,0.16,0.17
2.08,-2.06,0.07,0.04,0.07,0.22
2.25,-2.03,-0.2,0.1,0.06,0.28
2.13,-1.8,0.12,0.19,0.15,0.28
1.97,-1.3,0.81,0.32,0.25,0.26
1.67,-0.72,1.22,0.5,0.34,0.25
1.15,-0.16,1.36,0.76,0.43,0.23
0.5,0.44,1.77,1.05,0.56,0.17
-0.25,0.95,2.02,1.36,0.59,0.11
-0.74,0.99,1.44,1.69,0.58,0.07
-1.18,0.59,0.28,2.05,0.55,0.05
-2.17,0.18,-0.67,2.42,0.47,0.03
-3.8,-0.16,-1.12,2.72,0.28,0.04
-5.42,-0.52,-2.29,2.85,-0.1,0.14
-6.67,-1.2,-4.09,2.77,-0.55,0.35
-7.24,-1.85,-5.46,2.54,-0.95,0.54
-6.5,-2.17,-5.9,2.26,-1.22,0.64
-4.59,-2.64,-5.41,2.02,-1.36,0.65
-2.24,-3.37,-4.76,1.84,-1.26,0.61
0.17,-4.24,-4.07,1.63,-0.88,0.5
2.79,-4.55,-3.82,1.21,-0.6,0.28
5.45,-4.1,-4.89,0.7,-0.75,-0.01
7.34,-2.84,-6.35,0.17,-0.99,-0.27
7.8,-0.88,-5.8,-0.36,-1.17,-0.47
7.58,0.91,-4.83,-0.84,-1.2,-0.67
7.66,2.26,-3.35,-1.05,-1.09,-0.84
7.22,3.55,-1.06,-1.13,-0.83,-0.98
6.19,3.85,0.9,-1.12,-0.57,-1.06
4.49,3.24,1.43,-0.96,-0.4,-1.02
2.35,2.39,2.32,-0.63,-0.36,-0.93
0.58,1.75,3.15,-0.21,-0.4,-0.85
-0.79,1.24,3.77,0.16,-0.42,-0.74
-2.12,0.78,3.91,0.43,-0.48,-0.59
-3.6,0.36,3.49,0.61,-0.63,-0.43
-4.56,0.29,2.52,0.72,-0.88,-0.31
-4.47,0.7,1.29,0.78,-1.14,-0.17
-3.78,1.04,0.17,0.75,-1.24,0
-3.04,1.29,-0.46,0.65,-1.15,0.12
-2.27,1.65,-0.66,0.48,-0.97,0.23
-1.43,1.86,-0.64,0.25,-0.82,0.3
-0.72,1.81,-0.75,0.02,-0.75,0.36
-0.23,1.78,-0.61,-0.21,-0.79,0.47
-0.07,1.72,-0.43,-0.43,-0.92,0.58
0.36,1.64,-0.3,-0.61,-1.13,0.66
1.16,1.69,0.01,-0.67,-1.34,0.7
2.06,1.72,0.71,-0.53,-1.45,0.67
2.84,2.03,2.05,-0.23,-1.26,0.6
3.4,2.34,3.8,0.01,-0.77,0.49
3.19,1.15,4.57,0.08,-0.28,0.31
3.08,0.04,3.2,0.07,0.12,0.1
2.77,-0.85,1.87,0.11,0.43,-0.08
2.19,-1.91,1.62,0.16,0.56,-0.24
1.4,-3.04,1.52,0.17,0.45,-0.33
0.28,-3.49,1.31,0.07,0.18,-0.38
-0.11,-3.01,1,-0.06,-0.18,-0.33
0.14,-2.27,1.09,-0.13,-0.59,-0.19
0.71,-1.62,1.86,-0.06,-1.02,-0.06
1.87,-0.85,2.62,0.2,-1.31,-0.03
3.81,-0.09,3.52,0.59,-1.25,-0.11
5.49,0.2,4.01,0.95,-0.75,-0.25
5.62,-0.11,2.93,1.26,-0.02,-0.47
4.52,-0.8,0.09,1.41,0.69,-0.8
3.24,-2.45,-4.26,1.3,1.12,-1.23
0.78,-4.99,-8.67,0.72,0.8,-1.61
-3.13,-7.05,-12.43,-0.38,0.01,-1.76
-6.44,-7.2,-14.3,-1.64,-0.54,-1.56
-8.42,-5.51,-12.62,-2.65,-0.9,-1.2
-8.36,-3.51,-9.59,-3.16,-1.16,-0.85
-6.75,-2.4,-5.71,-3.18,-1.25,-0.56
-5.54,-2.11,-1,-2.76,-1.12,-0.31
-5.11,-1.5,2.99,-2.08,-0.73,-0.08
-5.05,-0.45,5.59,-1.33,-0.31,0.25
-5.9,0.6,5.92,-0.64,0.11,0.51
-5.93,1.82,5.3,-0.08,0.53,0.66
-5.15,2.1,4.91,0.22,0.84,0.75
-4.2,1.64,3.42,0.35,1.07,0.81
-3.47,1.6,2.12,0.37,1.3,0.88
-3.28,1.75,1.63,0.32,1.56,0.95
-3.66,1.99,1.53,0.19,1.83,1.02
-4.08,2.03,1.29,-0.04,2.03,1.01
-3.66,1.63,0.66,-0.24,2.09,0.85
-2.09,1.19,0.37,-0.25,2.02,0.56
-0.08,0.92,1.22,-0.25,2.04,0.35
1.08,0.72,1.73,-0.32,2.02,0.3
1.31,0.37,1.27,-0.53,2.02,0.35
1.47,0.17,0.32,-0.81,1.95,0.45
1.56,0,-0.78,-1.05,1.78,0.56
1.85,-0.26,-1.76,-1.22,1.57,0.66
2.16,-0.56,-1.92,-1.3,1.39,0.72
2.29,-0.7,-1.38,-1.25,1.21,0.76
2.16,-0.58,-0.23,-1.12,1.03,0.77
1.87,-0.26,0.99,-0.99,0.86,0.72
1.45,0.18,1.96,-0.9,0.71,0.68
1.02,0.56,2.47,-0.86,0.61,0.64
0.89,0.85,2.65,-0.88,0.56,0.58
1.22,1.24,2.7,-0.93,0.54,0.53
1.55,1.66,2.68,-0.96,0.57,0.48
1.82,2.03,2.91,-0.96,0.67,0.41
1.85,2.27,3.49,-0.93,0.81,0.33
1.81,2.29,3.88,-0.88,0.99,0.25
1.73,1.93,4.08,-0.78,1.2,0.19
1.7,1.32,4.37,-0.65,1.35,0.11
1.72,0.65,4.26,-0.51,1.25,0.07
2.07,0.04,2.86,-0.33,1.07,0.11
1.82,-0.55,1.98,-0.19,0.85,0.16
1.33,-1.04,1.46,-0.11,0.63,0.23
1.43,-1.64,0.69,-0.07,0.41,0.34
1.66,-2.16,0.18,-0.02,0.27,0.46
1.66,-1.98,0.37,0.1,0.25,0.54
1.35,-1.17,1.27,0.31,0.36,0.58
1.05,-0.33,2.21,0.61,0.63,0.58
0.58,0.58,3.08,0.94,1,0.54
-0.09,1.58,3.65,1.3,1.39,0.48
-0.73,2.32,3.63,1.72,1.55,0.47
-0.81,2.49,2.53,2.22,1.48,0.51
-0.55,2.35,0.92,2.7,1.44,0.47
-0.93,2.02,-0.26,3.1,1.45,0.4
-2.21,1.03,-1.38,3.41,1.41,0.33
-3.91,-0.6,-2.25,3.56,1.2,0.31
-5.51,-2.57,-3.57,3.47,0.79,0.41
-6.62,-5.07,-5.31,3.14,0.35,0.57
-6.53,-7,-6.74,2.65,0.08,0.7
-4.8,-7.67,-7.04,2.18,-0.12,0.76
-2.7,-8.15,-6.72,1.81,-0.23,0.71
-0.17,-8.03,-6.46,1.48,-0.16,0.59
2.41,-7.54,-6.39,1.04,0.06,0.46
4.73,-6.47,-6.48,0.48,0.3,0.23
6.86,-3.97,-6.4,-0.11,0.31,-0.15
8.98,-0.92,-6.16,-0.63,0.26,-0.5
9.72,1.23,-4.86,-1.03,0.22,-0.78
9.31,2.74,-3.39,-1.13,0.31,-1.02
9.14,4.4,-0.75,-1.19,0.39,-1.08
7.59,4.22,0.19,-1.1,0.44,-1.14
6.41,4.72,0.51,-0.82,0.61,-1.21
5.14,4.84,2.19,-0.52,0.73,-1.23
3.41,3.88,2.56,-0.27,0.61,-1.16
1.34,2.2,1.6,-0.06,0.38,-1.06
-0.34,1.28,1.13,0.13,0.14,-0.96
-1.6,0.64,1.17,0.3,-0.1,-0.84
-2.63,0.12,1.17,0.44,-0.32,-0.69
-3.49,-0.26,1.11,0.54,-0.49,-0.51
-3.79,-0.38,0.84,0.56,-0.59,-0.32
-3.63,-0.33,0.33,0.46,-0.61,-0.13
-3.02,0.01,-0.31,0.26,-0.55,0.01
-1.93,0.58,-0.72,0.06,-0.48,0.15
-0.94,0.96,-0.67,-0.13,-0.47,0.31
-0.12,1.12,-0.39,-0.28,-0.54,0.44
0.71,1.23,-0.01,-0.42,-0.69,0.59
1.42,1.25,0.18,-0.55,-0.94,0.73
2.14,1.36,0.15,-0.59,-1.23,0.81
3.37,2.01,0.61,-0.49,-1.39,0.79
4.63,2.92,1.93,-0.35,-1.22,0.61
5.75,3.18,3.1,-0.24,-0.79,0.38
6.42,2.42,3.28,-0.16,-0.15,0.16
6.08,1.16,2.93,-0.08,0.48,-0.1
5.51,0.19,2.07,0.03,1.01,-0.34
4.43,-0.75,1.51,0.19,1.28,-0.48
2.47,-2.06,1.5,0.36,1.2,-0.57
0.54,-3.23,1.26,0.46,0.78,-0.69
-0.52,-4.01,0.52,0.53,0.2,-0.82
-0.96,-4.7,-0.01,0.59,-0.17,-0.9
-0.69,-4.94,0.27,0.78,-0.4,-0.98
0.78,-5.24,0.05,1.08,-0.17,-1.1
2.23,-5.59,0.46,1.01,0.14,-1.28
1.57,-5.59,-1.24,0.38,0.21,-1.37
-1.05,-4.91,-6.14,-0.5,0.09,-1.16
-3.65,-3.24,-9.94,-1.18,-0.15,-0.9
-3.77,-1.2,-10.08,-1.64,-0.52,-0.7
-2.3,0.26,-7.87,-1.95,-0.72,-0.51
-1.12,0.66,-5.77,-2.08,-0.73,-0.34
-0.89,0.91,-3.05,-2.07,-0.64,-0.24
-1.65,0.86,-0.46,-1.94,-0.56,-0.22
-2.5,0.43,1.1,-1.63,-0.5,-0.13
-4.01,-0.35,2.3,-1.2,-0.41,0.03
-5.23,-1.11,3.37,-0.67,-0.22,0.2
-5.95,-1.39,3.96,-0.16,0.04,0.33
-6.51,-1.14,3.63,0.19,0.21,0.41
-6.62,-0.23,2.27,0.33,0.26,0.47
-6.38,0.71,0.46,0.25,0.3,0.51
-5.71,1.17,-0.67,0.04,0.44,0.53
-4.45,1.44,-0.78,-0.23,0.64,0.53
-2.92,1.59,-0.57,-0.5,0.86,0.5
-1.5,1.52,-0.08,-0.71,1.09,0.48
-0.45,1.24,0.58,-0.77,1.31,0.45
0.54,1,1.76,-0.74,1.44,0.43
1.19,0.71,2.09,-0.67,1.51,0.42
1.55,0.51,1.97,-0.61,1.52,0.43
1.58,0.39,1.5,-0.57,1.47,0.46
1.27,0.47,0.81,-0.54,1.33,0.52
0.59,0.61,0.26,-0.52,1.07,0.6
-0.02,0.79,-0.27,-0.53,0.73,0.65
-0.23,1.06,-0.77,-0.58,0.43,0.67
-0.19,1.19,-1.02,-0.71,0.26,0.64
-0.07,1.12,-0.77,-0.87,0.22,0.6
-0.02,0.82,-0.37,-1.04,0.24,0.57
0.03,0.39,0.17,-1.15,0.33,0.55
0.19,0.03,0.98,-1.21,0.47,0.52
0.34,-0.15,1.79,-1.26,0.6,0.5
0.6,-0.14,2.19,-1.31,0.64,0.41
1.12,0.05,2.11,-1.37,0.68,0.32
1.37,0.35,2.09,-1.38,0.74,0.24
1.23,0.67,2.63,-1.32,0.87,0.18
0.97,0.99,3.45,-1.19,1.06,0.15
0.53,1.2,4.32,-1.02,1.26,0.1
0.22,1.47,4.71,-0.8,1.5,0.08
0,1.62,5.04,-0.57,1.62,0.09
-0.2,1.38,4.91,-0.39,1.55,0.14
-0.27,0.99,3.94,-0.25,1.35,0.21
0.01,0.41,3.11,-0.15,1.01,0.28
1.02,-0.2,2.19,-0.06,0.65,0.37
1.95,-0.42,1.68,0.06,0.43,0.46
2.21,-0.26,2.15,0.2,0.33,0.54
2.08,-0.12,2.75,0.42,0.33,0.62
1.79,-0.11,3.1,0.73,0.45,0.66
1.44,-0.06,3.36,1.13,0.69,0.67
1.13,0.27,3.37,1.55,1.03,0.67
0.55,0.75,3.21,1.99,1.28,0.69
0.14,1.04,2.21,2.43,1.39,0.7
0.24,0.98,0.66,2.84,1.48,0.63
-0.15,0.86,-0.88,3.19,1.54,0.51
-1.41,0.22,-2.44,3.49,1.47,0.39
-3.16,-1.16,-3.52,3.57,1.24,0.35
-5.14,-3.24,-5.02,3.41,0.8,0.43
-6.7,-5.38,-6.8,2.98,0.28,0.56
-6.53,-6.1,-8.23,2.45,-0.09,0.67
-4.75,-6.18,-8.29,1.98,-0.32,0.65
-2.23,-6.15,-7.45,1.58,-0.39,0.55
0.24,-6.04,-6.72,1.29,-0.3,0.42
2.34,-6.21,-5.77,1,0.01,0.2
4.98,-5.82,-4.74,0.6,0.27,-0.13
7.95,-4.03,-4.45,0.1,0.37,-0.39
9.23,-2.13,-4.4,-0.39,0.47,-0.6
8.97,-0.04,-3.58,-0.77,0.54,-0.79
8.57,2.07,-2.68,-0.99,0.67,-0.89
7.41,2.99,-1.25,-1.08,0.59,-0.96
6.51,3.62,-0.98,-1.03,0.5,-1.02
5.66,3.71,-0.18,-0.81,0.36,-1
4.12,3.11,0.88,-0.54,0.13,-0.92
2.12,2.41,1.55,-0.27,-0.23,-0.83
0.78,1.49,1.35,-0.08,-0.56,-0.78
-0.19,0.73,1.47,0.04,-0.71,-0.71
-1.12,0.27,1.93,0.09,-0.68,-0.62
-1.88,0.14,2.11,0.15,-0.58,-0.52
-2.25,0.22,1.92,0.22,-0.49,-0.41
-2.33,0.54,1.51,0.26,-0.44,-0.28
-2.36,0.91,0.83,0.24,-0.4,-0.13
-2.32,1.32,0.11,0.14,-0.37,0.02
-2.08,1.75,-0.48,-0.01,-0.35,0.15
-1.49,2.21,-0.71,-0.15,-0.4,0.26
-0.62,2.49,-0.58,-0.26,-0.5,0.36
0.33,2.5,-0.19,-0.36,-0.63,0.5
0.94,2.31,0.11,-0.42,-0.83,0.64
1.58,2.39,0.45,-0.41,-1.08,0.72
2.53,2.75,1.05,-0.34,-1.25,0.73
3.64,3.03,1.98,-0.29,-1.27,0.67
4.53,2.41,2.52,-0.24,-1.12,0.56
5.26,1.45,2.8,-0.14,-0.72,0.34
5.89,0.75,3.07,-0.03,-0.07,0.03
6.1,-0.1,2.87,0.09,0.64,-0.24
5.19,-1.28,2.48,0.19,1.07,-0.4
3.2,-2.54,1.41,0.21,1.08,-0.51
1.21,-3.04,0.44,0.18,0.66,-0.6
-0.07,-2.86,-0.11,0.07,0.01,-0.62
-0.81,-2.65,-0.01,-0.06,-0.56,-0.51
-0.74,-2.41,0.78,-0.05,-0.94,-0.34
0.56,-1.94,1.91,0.19,-1.01,-0.27
2.78,-1.57,3.02,0.61,-0.57,-0.31
4.12,-1.82,3.82,1.03,0.1,-0.47
3.88,-2.32,2.67,1.23,0.61,-0.68
2.04,-3.47,-1.65,1.1,0.83,-0.89
-0.9,-5.09,-6.85,0.58,0.58,-1.1
-3.47,-5.6,-11.26,-0.23,0.14,-1.2
-5.12,-4.66,-12.36,-1.09,-0.27,-1.07
-5.99,-3.12,-10.84,-1.88,-0.46,-0.86
-6.03,-1.9,-8.39,-2.37,-0.55,-0.68
-5.25,-1.18,-5.41,-2.52,-0.49,-0.57
-4.49,-0.88,-1.76,-2.33,-0.41,-0.47
-4.42,-0.68,1.2,-1.84,-0.32,-0.31
-4.85,-0.63,3.16,-1.18,-0.15,-0.08
-5.4,-0.58,4.24,-0.56,0.03,0.15
-5.29,-0.17,3.71,-0.14,0.22,0.4
-4.97,0.17,2.3,0.01,0.41,0.57
-4.36,0.56,0.66,-0.08,0.68,0.67
-3.68,0.79,-0.44,-0.28,0.97,0.68
-3.26,0.9,-0.72,-0.52,1.17,0.71
-3.35,1.22,-0.85,-0.7,1.47,0.76
-3.79,1.56,-0.17,-0.71,1.87,0.79
-3.89,1.64,1.59,-0.58,2.05,0.81
-3.67,1.39,2.41,-0.39,2.11,0.8
-3,1.17,2.54,-0.21,2.01,0.7
-1.58,1.23,2.33,-0.12,1.94,0.6
-0.33,1.35,2.11,-0.11,1.9,0.55
0.54,1.42,1.85,-0.17,1.88,0.58
1.19,1.29,1.37,-0.26,1.86,0.64
1.54,1.17,0.75,-0.37,1.77,0.66
1.99,1.05,-0.16,-0.5,1.57,0.69
2.34,0.53,-1.19,-0.67,1.38,0.73
2.13,-0.15,-1.53,-0.84,1.21,0.75
1.99,-0.75,-1.43,-0.96,1.11,0.74
2,-1.06,-0.62,-1.02,1.05,0.7
1.99,-1.06,0.51,-1.05,0.97,0.64
1.86,-0.81,1.27,-1.1,0.86,0.57
1.79,-0.43,1.52,-1.16,0.74,0.51
1.94,-0.1,1.63,-1.22,0.66,0.47
2.12,0.23,1.96,-1.26,0.59,0.42
2.26,0.65,2.26,-1.3,0.63,0.37
2.18,1.15,2.92,-1.3,0.8,0.31
1.86,1.5,3.86,-1.27,1.02,0.27
1.41,1.51,4.67,-1.19,1.17,0.23
1.19,1.41,4.96,-1.03,1.22,0.18
1.38,1.21,4.8,-0.76,1.23,0.12
1.8,1.02,5.04,-0.43,1.15,0.08
2.1,0.69,5.11,-0.15,0.89,0.05
2.25,0.14,4.02,0.02,0.6,0.02
2.56,-0.23,2.42,0.11,0.43,0.04
2.65,-0.73,1.48,0.15,0.38,0.1
2.33,-1.29,1.11,0.2,0.4,0.14
1.7,-1.39,1.13,0.29,0.47,0.19
0.9,-1.13,1.4,0.45,0.55,0.23
0.35,-0.62,1.78,0.68,0.6,0.26
0.17,0.11,1.86,1,0.64,0.33
-0.13,0.67,1.99,1.39,0.62,0.45
-0.52,0.84,1.68,1.82,0.46,0.57
-0.46,0.75,0.45,2.26,0.24,0.66
-0.31,0.81,-1.13,2.7,0.17,0.63
-0.99,0.99,-1.63,3.06,0.23,0.49
-2.59,0.93,-2.02,3.28,0.26,0.34
-4.48,0.11,-3.14,3.3,0.16,0.32
-6.39,-1.17,-4.62,3.09,-0.04,0.42
-7.56,-2.46,-5.81,2.69,-0.22,0.48
-7.04,-3.41,-6.13,2.27,-0.32,0.48
-5.45,-4.65,-5.14,1.93,-0.38,0.44
-3.48,-6.02,-4.33,1.71,-0.43,0.37
-0.85,-7.08,-4.09,1.49,-0.42,0.25
2.58,-7.58,-4.34,1.12,-0.41,0.03
6.07,-7.23,-5.03,0.61,-0.59,-0.22
8.51,-5.23,-5.47,0.01,-0.83,-0.42
9.29,-2.11,-5.57,-0.56,-0.95,-0.64
9.7,0.39,-4.77,-0.99,-0.96,-0.88
10.09,2.88,-2.99,-1.19,-0.76,-1
9.36,3.82,-1.21,-1.15,-0.56,-1.09
8,3.57,0.91,-1.04,-0.53,-1.11
5.91,2.8,1.16,-0.9,-0.55,-1.15
3.78,2.46,1.59,-0.67,-0.63,-1.17
1.81,1.71,2.11,-0.36,-0.77,-1.09
-0.36,0.82,2.52,-0.06,-0.96,-0.92
-2.27,0.56,2.53,0.18,-1.2,-0.71
-3.6,0.62,1.96,0.35,-1.44,-0.55
-4,1.01,1.28,0.44,-1.68,-0.41
-3.84,1.36,0.3,0.45,-1.86,-0.23
-3.5,1.52,-0.58,0.36,-1.81,-0.05
-2.82,1.96,-0.81,0.21,-1.61,0.09
-1.95,2.51,-0.71,0.04,-1.43,0.23
-1.15,2.78,-0.59,-0.11,-1.32,0.33
-0.46,2.86,-0.16,-0.21,-1.3,0.41
0.13,2.79,0.31,-0.28,-1.36,0.55
0.38,2.57,0.68,-0.33,-1.54,0.69
0.7,2.36,0.76,-0.3,-1.8,0.75
1.74,2.75,1.29,-0.18,-2.03,0.74
2.8,3.11,2.26,-0.05,-2.11,0.67
3.6,3.01,3.35,-0.03,-2.06,0.59
3.76,1.76,3.4,-0.09,-1.86,0.42
3.99,0.95,3.29,-0.14,-1.55,0.15
4.25,0.39,2.91,-0.07,-1.05,-0.13
4.2,-0.77,2.72,0.06,-0.33,-0.38
3.58,-2.26,2.7,0.2,0.26,-0.57
2.12,-3.42,1.8,0.33,0.37,-0.65
0.04,-4.09,0.23,0.31,0.15,-0.69
-1.7,-4.12,-0.75,0.12,-0.21,-0.71
-2.26,-3.67,-0.74,-0.13,-0.6,-0.62
-2.12,-3.26,0.35,-0.28,-0.98,-0.44
-1.39,-2.9,1.9,-0.23,-1.17,-0.31
-0.01,-2.53,3.12,0,-0.8,-0.35
1.54,-2.5,3.88,0.31,-0.1,-0.54
2.06,-3.54,2.58,0.63,0.43,-0.85
1.26,-4.6,-0.74,0.75,0.81,-1.17
-1.24,-4.99,-3.86,0.49,0.72,-1.4
-5.1,-4.86,-7.44,-0.1,0.35,-1.4
-8.55,-4.21,-9.84,-0.94,-0.1,-1.12
-9.66,-2.62,-10.16,-1.71,-0.53,-0.77
-8.13,-1.22,-9.04,-2.14,-0.84,-0.52
-5.52,-0.45,-6.26,-2.19,-0.88,-0.33
-3.85,-0.28,-1.98,-1.95,-0.73,-0.26
-2.77,-0.37,1.41,-1.54,-0.53,-0.2
-2.35,-0.62,2.81,-1.08,-0.38,-0.06
-2.7,-0.61,2.75,-0.67,-0.23,0.09
-3.25,-0.29,2.27,-0.44,0,0.24
-3.82,-0.27,1.5,-0.35,0.27,0.36
-4.12,-0.18,0.75,-0.39,0.49,0.47
-4.23,0.02,-0.03,-0.49,0.66,0.62
-4.54,0.28,-0.08,-0.62,0.79,0.79
-5.32,0.8,-0.03,-0.68,0.91,0.92
-5.5,1.56,0.78,-0.64,1.04,0.96
-4.86,2.05,1.98,-0.52,1.2,0.91
-3.48,2.43,2.97,-0.33,1.36,0.74
-1.59,2.77,3.56,-0.2,1.37,0.53
0.29,2.93,3,-0.15,1.35,0.36
1.28,2.85,2.23,-0.15,1.39,0.29
1.5,2.6,2.08,-0.2,1.44,0.32
1.54,2.33,1.47,-0.28,1.48,0.4
1.54,2.09,0.82,-0.33,1.46,0.51
1.43,1.71,0.19,-0.32,1.31,0.63
1.2,1.2,-0.27,-0.31,1.09,0.73
0.73,0.85,-0.4,-0.3,0.84,0.77
0.5,0.53,-0.14,-0.32,0.63,0.74
0.68,0.17,0.41,-0.35,0.48,0.68
0.65,-0.17,1.13,-0.35,0.34,0.6
0.65,-0.48,1.73,-0.4,0.27,0.53
0.71,-0.86,2.04,-0.51,0.25,0.48
1.02,-1.05,1.85,-0.67,0.3,0.43
1.44,-1.11,1.72,-0.82,0.41,0.42
1.78,-1.07,1.72,-0.95,0.56,0.4
2.04,-0.8,2,-1.02,0.74,0.35
2.18,-0.23,2.37,-1.04,0.92,0.3
1.81,0.38,2.99,-1.03,1.04,0.25
1.16,0.94,3.46,-1.03,1.06,0.18
0.72,1.25,3.72,-1,0.97,0.1
0.53,1.25,3.87,-0.89,0.78,0.05
0.5,0.85,3.97,-0.68,0.58,0.06
0.49,0.13,4.28,-0.46,0.4,0.08
0.44,-0.59,4.18,-0.26,0.24,0.1
0.6,-1.03,3.58,-0.12,0.05,0.14
1.2,-1.35,2.64,0,-0.15,0.2
2.15,-1.22,1.89,0.16,-0.23,0.24
2.84,-0.71,1.95,0.38,-0.23,0.26
2.95,-0.12,2.39,0.64,-0.21,0.25
2.4,0.36,2.5,0.9,-0.18,0.24
1.62,0.63,2.35,1.16,-0.07,0.24
0.89,0.77,2.34,1.44,0.08,0.27
0.08,0.85,2.05,1.75,0.1,0.29
-0.36,0.74,0.74,2.05,0.04,0.28
-0.57,0.81,-0.99,2.33,-0.04,0.22
-1.13,0.9,-2.27,2.6,-0.12,0.12
-2.57,0.58,-2.8,2.79,-0.28,0.11
-4.66,-0.43,-3.8,2.86,-0.58,0.19
-6.55,-1.79,-5.13,2.76,-1.02,0.34
-7.57,-3.01,-6.37,2.54,-1.47,0.44
-7.24,-4.22,-6.83,2.26,-1.77,0.44
-5.6,-5.11,-6.3,1.95,-1.73,0.39
-3.76,-6,-5.23,1.59,-1.31,0.33
-1.69,-6.76,-4.31,1.2,-0.87,0.26
1.1,-6.55,-4.33,0.7,-0.66,0.15
3.88,-5,-5.17,0.21,-0.69,-0.09
5.71,-2.32,-5.39,-0.25,-0.72,-0.36
6.45,0.11,-4.67,-0.62,-0.73,-0.6
6.64,1.59,-3.64,-0.81,-0.69,-0.81
6.95,3.02,-1.89,-0.93,-0.65,-0.86
6.02,3.06,-0.58,-0.89,-0.43,-1.01
5.57,3.98,0.8,-0.81,-0.39,-1.08
4.97,3.93,1.39,-0.69,-0.37,-1.04
2.92,3.03,1.62,-0.48,-0.47,-0.97
1.03,2.29,2.24,-0.24,-0.63,-0.86
-0.84,1.58,2.46,0,-0.78,-0.75
-2.24,1.16,2.66,0.2,-0.91,-0.63
-3.09,0.97,2.53,0.34,-1.01,-0.47
-3.63,0.78,2.1,0.39,-1.05,-0.3
-3.56,0.72,1.43,0.35,-1.09,-0.15
-3.26,0.75,0.54,0.25,-1.09,0
-2.9,0.79,0.05,0.09,-1.08,0.12
-2.22,0.99,-0.19,-0.07,-1.08,0.22
-1.24,1.28,-0.26,-0.2,-1.09,0.3
-0.37,1.62,0.15,-0.32,-1.14,0.43
0.12,1.85,0.5,-0.43,-1.3,0.56
0.64,2.11,0.65,-0.47,-1.46,0.64
1.48,2.65,1.29,-0.36,-1.55,0.64
2.49,3.48,2.5,-0.09,-1.36,0.58
3.28,3.96,4.39,0.08,-0.96,0.53
2.86,2.3,4.74,0.1,-0.65,0.39
2.62,0.44,2.69,0.11,-0.29,0.1
3.18,-0.57,1.43,0.22,0.12,-0.21
3.42,-2.15,0.87,0.37,0.57,-0.46
2.54,-3.82,0.77,0.45,0.79,-0.61
0.36,-4.86,-0.05,0.43,0.6,-0.77
-1.17,-4.93,-1.25,0.21,0.24,-0.89
-1.52,-4.74,-1.57,-0.05,-0.11,-0.88
-1.19,-4.37,-0.51,-0.26,-0.39,-0.77
-0.3,-3.78,0.76,-0.3,-0.5,-0.76
1.46,-2.92,1.75,-0.12,-0.28,-0.88
2.87,-2.45,2.2,0.19,0.14,-0.99
2.56,-3.58,0.74,0.32,0.66,-1.19
0.41,-4.71,-1.02,0.14,0.7,-1.49
-2.5,-4.69,-4.09,-0.34,0.37,-1.54
-5.76,-3.58,-7.55,-0.92,0.05,-1.23
-7.68,-1.95,-8.09,-1.49,-0.32,-0.89
-6.28,-0.12,-7.48,-1.94,-0.79,-0.65
-4.1,0.91,-6.44,-2.1,-1.16,-0.42
-2.7,1.27,-3.19,-1.9,-1.28,-0.27
-2.06,1.32,0.73,-1.52,-1.25,-0.15
-1.93,0.98,2.86,-1.06,-1.19,0.01
